100	23.1
125	16.6
150	15.9
175	13.3
200	14.1
225	15.1
250	15.6
275	17.2
300	17.2
325	17.8
350	18.6
375	19.2
400	20.2
425	19.8
450	20.5
475	21.8
500	22.4
525	23.2
550	23
575	24.3
600	24.9
625	24.5
650	25.2
675	27
700	27.1
725	26.6
750	28.3
775	27.6
800	27.6
825	29.1
850	28.8
875	27.7
900	28.7
925	27.8
950	28.1
975	28.2
1000	26.4
