100	22.1
125	16.3
150	15.3
175	13.8
200	13.8
225	14.4
250	16.1
275	17.4
300	16.9
325	17.6
350	18.1
375	18.7
400	20.6
425	20.8
450	21.4
475	21.4
500	22.8
525	22
550	22.9
575	23.8
600	24.7
625	25
650	25.1
675	26.2
700	27
725	26.5
750	27.1
775	27.3
800	27.7
825	28
850	28.4
875	28.9
900	28.7
925	27.5
950	28
975	28.9
1000	26.2
